Source;Word;Article;Forms;Wortart;Genus;URL;nur_im_Plural
B1;Kiste;die;;Substantiv;fem.;https://www.dwds.de/wb/Kiste;0.0
A1,BW1;Klasse;die;;Substantiv;fem.;https://www.dwds.de/wb/Klasse;0.0
B1;Klassenarbeit;die;;Substantiv;fem.;https://www.dwds.de/wb/Klassenarbeit;0.0
A2;Klavier;das;;Substantiv;neutr.;https://www.dwds.de/wb/Klavier;0.0
A2,BW1;Kleid;das;Kleider, Kleidung;Substantiv;neutr.;https://www.dwds.de/wb/Kleid;0.0
A1,BW3;Kleidung;die;Kleid, Kleider;Substantiv;fem.;https://www.dwds.de/wb/Kleidung;0.0
B1;Klick;;;Substantiv;mask., neutr.;https://www.dwds.de/wb/Klick;0.0
B1;Klima;das;;Substantiv;neutr.;https://www.dwds.de/wb/Klima;0.0
B1;Klimaanlage;die;;Substantiv;fem.;https://www.dwds.de/wb/Klimaanlage;0.0
B1;Klingel;die;;Substantiv;fem.;https://www.dwds.de/wb/Klingel;0.0
B1;Klinik;die;;Substantiv;fem.;https://www.dwds.de/wb/Klinik;0.0
B1;Kloß;der;;Substantiv;mask.;https://www.dwds.de/wb/Klo%C3%9F;0.0
A2;Klub;der;;Substantiv;mask.;https://www.dwds.de/wb/Klub;0.0
B1;Kneipe;die;;Substantiv;fem.;https://www.dwds.de/wb/Kneipe;0.0
B1,BW1;Knie;das;knien;Substantiv;neutr.;https://www.dwds.de/wb/Knie;0.0
B1;Knochen;der;;Substantiv;mask.;https://www.dwds.de/wb/Knochen;0.0
B1,BW1;Knopf;der;Knöpfe;Substantiv;mask.;https://www.dwds.de/wb/Knopf;0.0
B1;Knödel;der;;Substantiv;mask.;https://www.dwds.de/wb/Kn%C3%B6del;0.0
B1;Koch;der;;Substantiv;mask.;https://www.dwds.de/wb/Koch#1;0.0
A1,BW1;Koffer;der;;Substantiv;mask.;https://www.dwds.de/wb/Koffer;0.0
A1;Kollege;der;;Substantiv;mask.;https://www.dwds.de/wb/Kollege;0.0
A2;Kollegin;die;;Substantiv;fem.;https://www.dwds.de/wb/Kollegin;0.0
B1;Kommunikation;die;;Substantiv;fem.;https://www.dwds.de/wb/Kommunikation;0.0
B1;Kompromiss;der;;Substantiv;mask., neutr.;https://www.dwds.de/wb/Kompromiss;0.0
B1;Konferenz;die;;Substantiv;fem.;https://www.dwds.de/wb/Konferenz;0.0
B1;Konfitüre;die;;Substantiv;fem.;https://www.dwds.de/wb/Konfit%C3%BCre;0.0
B1;Konflikt;der;;Substantiv;mask.;https://www.dwds.de/wb/Konflikt;0.0
B1;Konkurrenz;die;;Substantiv;fem.;https://www.dwds.de/wb/Konkurrenz;0.0
B1;Konsulat;das;;Substantiv;neutr.;https://www.dwds.de/wb/Konsulat;0.0
B1;Konsum;der;;Substantiv;mask.;https://www.dwds.de/wb/Konsum#1;0.0
A2;Kontakt;der;;Substantiv;mask.;https://www.dwds.de/wb/Kontakt;0.0
A1;Konto;das;;Substantiv;neutr.;https://www.dwds.de/wb/Konto;0.0
B1;Kontrolle;die;;Substantiv;fem.;https://www.dwds.de/wb/Kontrolle;0.0
A2;Konzert;das;;Substantiv;neutr.;https://www.dwds.de/wb/Konzert;0.0
A1,BW1;Kopf;der;Köpfe;Substantiv;mask.;https://www.dwds.de/wb/Kopf;0.0
B1;Kopie;die;;Substantiv;fem.;https://www.dwds.de/wb/Kopie;0.0
B1;Kopierer;der;;Substantiv;mask.;https://www.dwds.de/wb/Kopierer;0.0
B1;Korridor;der;;Substantiv;mask.;https://www.dwds.de/wb/Korridor;0.0
A2;Kosmetik;die;;Substantiv;fem.;https://www.dwds.de/wb/Kosmetik;0.0
B1;Kosten;;;Substantiv;;https://www.dwds.de/wb/Kosten;1.0
B1;Kostüm;das;;Substantiv;neutr.;https://www.dwds.de/wb/Kost%C3%BCm;0.0
B1;Kraft;die;;Substantiv;fem.;https://www.dwds.de/wb/Kraft;0.0
B1;Kraftfahrzeug;das;;Substantiv;neutr.;https://www.dwds.de/wb/Kraftfahrzeug;0.0
B1;Kraftwerk;das;;Substantiv;neutr.;https://www.dwds.de/wb/Kraftwerk;0.0
B1;Kranke;;;Substantiv;fem., mask.;https://www.dwds.de/wb/Kranke;0.0
A2;Krankenhaus;das;;Substantiv;neutr.;https://www.dwds.de/wb/Krankenhaus;0.0
A2;Krankenkasse;die;;Substantiv;fem.;https://www.dwds.de/wb/Krankenkasse;0.0
B1;Krankenpfleger;der;;Substantiv;mask.;https://www.dwds.de/wb/Krankenpfleger;0.0
B1;Krankenschwester;die;;Substantiv;fem.;https://www.dwds.de/wb/Krankenschwester;0.0
B1;Krankenwagen;der;;Substantiv;mask.;https://www.dwds.de/wb/Krankenwagen;0.0
A2;Krankheit;die;;Substantiv;fem.;https://www.dwds.de/wb/Krankheit;0.0
A2;Kredit;der;;Substantiv;mask.;https://www.dwds.de/wb/Kredit#1;0.0
A1;Kreditkarte;die;;Substantiv;fem.;https://www.dwds.de/wb/Kreditkarte;0.0
B1;Kreis;der;;Substantiv;mask.;https://www.dwds.de/wb/Kreis;0.0
B1;Kreuz;das;;Substantiv;neutr.;https://www.dwds.de/wb/Kreuz;0.0
A2,BW3;Kreuzung;die;Kreuz, kreuzen;Substantiv;fem.;https://www.dwds.de/wb/Kreuzung;0.0
B1;Krieg;der;;Substantiv;mask.;https://www.dwds.de/wb/Krieg;0.0
A2;Krimi;der;;Substantiv;mask.;https://www.dwds.de/wb/Krimi;0.0
B1;Kriminalpolizei;die;;Substantiv;fem.;https://www.dwds.de/wb/Kriminalpolizei;0.0
B1;Krise;die;;Substantiv;fem.;https://www.dwds.de/wb/Krise;0.0
B1;Kritik;die;;Substantiv;fem.;https://www.dwds.de/wb/Kritik;0.0
BW1;Krone;die;;Substantiv;;;
A1;Kuchen;der;;Substantiv;mask.;https://www.dwds.de/wb/Kuchen;0.0
A1;Kugelschreiber;der;;Substantiv;mask.;https://www.dwds.de/wb/Kugelschreiber;0.0
BW3;Kuh;die;Kühe;Substantiv;;;
B1;Kuli;der;;Substantiv;mask.;https://www.dwds.de/wb/Kuli#2;0.0
A2;Kultur;die;;Substantiv;fem.;https://www.dwds.de/wb/Kultur;0.0
A1;Kunde;der;;Substantiv;mask.;https://www.dwds.de/wb/Kunde#1;0.0
A1;Kundin;die;;Substantiv;fem.;https://www.dwds.de/wb/Kundin;0.0
A2;Kunst;die;;Substantiv;fem.;https://www.dwds.de/wb/Kunst;0.0
B1;Kunststoff;der;;Substantiv;mask.;https://www.dwds.de/wb/Kunststoff;0.0
A1;Kurs;der;;Substantiv;mask.;https://www.dwds.de/wb/Kurs#2;0.0
B1;Kursleiter;der;;Substantiv;mask.;https://www.dwds.de/wb/Kursleiter;0.0
B1;Kursleiterin;die;;Substantiv;fem.;https://www.dwds.de/wb/Kursleiterin;0.0
B1;Kurve;die;;Substantiv;fem.;https://www.dwds.de/wb/Kurve;0.0
B1;Kuss;der;;Substantiv;mask.;https://www.dwds.de/wb/Kuss;0.0
B1;Kuvert;das;;Substantiv;neutr.;https://www.dwds.de/wb/Kuvert;0.0
BW3;Käfer;der;;Substantiv;;;
BW3;Käfig;der;;Substantiv;;;
B1,BW3;Kälte;die;kalt, kälter;Substantiv;fem.;https://www.dwds.de/wb/K%C3%A4lte;0.0
A2,BW1;Käse;der;;Substantiv;mask.;https://www.dwds.de/wb/K%C3%A4se;0.0
B1;Käufer;der;;Substantiv;mask.;https://www.dwds.de/wb/K%C3%A4ufer;0.0
B1;Käuferin;die;;Substantiv;fem.;https://www.dwds.de/wb/K%C3%A4uferin;0.0
B1;Köchin;die;;Substantiv;fem.;https://www.dwds.de/wb/K%C3%B6chin;0.0
B1;König;der;;Substantiv;mask.;https://www.dwds.de/wb/K%C3%B6nig;0.0
A2,BW1;Körper;der;;Substantiv;mask.;https://www.dwds.de/wb/K%C3%B6rper;0.0
A1;Küche;die;;Substantiv;fem.;https://www.dwds.de/wb/K%C3%BCche;0.0
A1;Kühlschrank;der;;Substantiv;mask.;https://www.dwds.de/wb/K%C3%BChlschrank;0.0
B1;Kündigung;die;;Substantiv;fem.;https://www.dwds.de/wb/K%C3%BCndigung;0.0
B1;Künstler;der;;Substantiv;mask.;https://www.dwds.de/wb/K%C3%BCnstler;0.0
B1;Künstlerin;die;;Substantiv;fem.;https://www.dwds.de/wb/K%C3%BCnstlerin;0.0
B1;Küste;die;;Substantiv;fem.;https://www.dwds.de/wb/K%C3%BCste;0.0
A1;LKW;der;;Substantiv;mask.;https://www.dwds.de/wb/LKW;0.0
A1;Laden;der;;Substantiv;mask.;https://www.dwds.de/wb/Laden;0.0
B1;Lage;die;;Substantiv;fem.;https://www.dwds.de/wb/Lage;0.0
B1;Lager;das;;Substantiv;neutr.;https://www.dwds.de/wb/Lager;0.0
A2,BW1;Lampe;die;;Substantiv;fem.;https://www.dwds.de/wb/Lampe#1;0.0
A1,BW3;Land;das;Länder;Substantiv;neutr.;https://www.dwds.de/wb/Land;0.0
A2;Landschaft;die;;Substantiv;fem.;https://www.dwds.de/wb/Landschaft;0.0
B1;Landung;die;;Substantiv;fem.;https://www.dwds.de/wb/Landung;0.0
B1;Landwirtschaft;die;;Substantiv;fem.;https://www.dwds.de/wb/Landwirtschaft;0.0
B1;Langeweile;die;;Substantiv;fem.;https://www.dwds.de/wb/Langeweile;0.0
B1;Langweile;die;;Substantiv;fem.;https://www.dwds.de/wb/Langweile;0.0
A2;Laptop;der;;Substantiv;mask., neutr.;https://www.dwds.de/wb/Laptop;0.0
B1;Laster;der;;Substantiv;mask.;https://www.dwds.de/wb/Laster#2;0.0
B1;Laufwerk;das;;Substantiv;neutr.;https://www.dwds.de/wb/Laufwerk;0.0
B1;Laune;die;;Substantiv;fem.;https://www.dwds.de/wb/Laune;0.0
B1;Lautsprecher;der;;Substantiv;mask.;https://www.dwds.de/wb/Lautsprecher;0.0
A1;Leben;das;;Substantiv;neutr.;https://www.dwds.de/wb/Leben;0.0
B1;Lebenslauf;der;;Substantiv;mask.;https://www.dwds.de/wb/Lebenslauf;0.0
A1;Lebensmittel;das;;Substantiv;neutr.;https://www.dwds.de/wb/Lebensmittel;0.0
B1;Leder;das;;Substantiv;neutr.;https://www.dwds.de/wb/Leder;0.0
B1;Lehre;die;;Substantiv;fem.;https://www.dwds.de/wb/Lehre#1;0.0
A1;Lehrer;der;;Substantiv;mask.;https://www.dwds.de/wb/Lehrer;0.0
B1;Lehrerin;die;;Substantiv;fem.;https://www.dwds.de/wb/Lehrerin;0.0
B1;Lehrling;der;;Substantiv;mask.;https://www.dwds.de/wb/Lehrling;0.0
B1;Lehrstelle;die;;Substantiv;fem.;https://www.dwds.de/wb/Lehrstelle;0.0
B1;Leistung;die;;Substantiv;fem.;https://www.dwds.de/wb/Leistung;0.0
B1,BW1;Leiter;die;;Substantiv;fem.;https://www.dwds.de/wb/Leiter#1;0.0
B1;Leiterin;die;;Substantiv;fem.;https://www.dwds.de/wb/Leiterin;0.0
B1;Leitung;die;;Substantiv;fem.;https://www.dwds.de/wb/Leitung;0.0
B1;Lerner;der;;Substantiv;mask.;https://www.dwds.de/wb/Lerner;0.0
B1;Lernerin;die;;Substantiv;fem.;https://www.dwds.de/wb/Lernerin;0.0
B1;Leser;der;;Substantiv;mask.;https://www.dwds.de/wb/Leser#1;0.0
B1;Leserin;die;;Substantiv;fem.;https://www.dwds.de/wb/Leserin#1;0.0
A1;Leute;;;Substantiv;;https://www.dwds.de/wb/Leute;1.0
B1,BW3;Lexikon;das;Lexika;Substantiv;neutr.;https://www.dwds.de/wb/Lexikon;0.0
A1,BW1;Licht;das;;Substantiv;neutr.;https://www.dwds.de/wb/Licht;0.0
A2;Liebe;die;;Substantiv;fem.;https://www.dwds.de/wb/Liebe;0.0
A1;Lieblingslied;das;;Substantiv;neutr.;https://www.dwds.de/wb/Lieblingslied;0.0
A1,BW1;Lied;das;Lieder;Substantiv;neutr.;https://www.dwds.de/wb/Lied;0.0
B1;Lieferung;die;;Substantiv;fem.;https://www.dwds.de/wb/Lieferung;0.0
B1;Lift;der;;Substantiv;mask.;https://www.dwds.de/wb/Lift;0.0
B1;Limonade;die;;Substantiv;fem.;https://www.dwds.de/wb/Limonade;0.0
B1;Linie;die;;Substantiv;fem.;https://www.dwds.de/wb/Linie;0.0
A2;Link;der;;Substantiv;mask., neutr.;https://www.dwds.de/wb/Link;0.0
B1;Lippe;die;;Substantiv;fem.;https://www.dwds.de/wb/Lippe;0.0
B1;Liste;die;;Substantiv;fem.;https://www.dwds.de/wb/Liste;0.0
A1;Liter;;;Substantiv;mask., neutr.;https://www.dwds.de/wb/Liter;0.0
B1;Literatur;die;;Substantiv;fem.;https://www.dwds.de/wb/Literatur;0.0
A1;Lkw;der;;Substantiv;mask.;https://www.dwds.de/wb/Lkw;0.0
BW3;Lob;das;loben;Substantiv;;;
B1,BW1;Loch;das;Löcher;Substantiv;neutr.;https://www.dwds.de/wb/Loch;0.0
B1;Lohn;der;;Substantiv;mask.;https://www.dwds.de/wb/Lohn;0.0
A1;Lokal;das;;Substantiv;neutr.;https://www.dwds.de/wb/Lokal;0.0
BW1;Luchs;der;;Substantiv;;;
B1;Luft;die;;Substantiv;fem.;https://www.dwds.de/wb/Luft;0.0
A2;Lust;die;;Substantiv;fem.;https://www.dwds.de/wb/Lust;0.0
B1,BW3;Länge;die;lang, länger;Substantiv;fem.;https://www.dwds.de/wb/L%C3%A4nge;0.0
B1,BW3;Lärm;der;;Substantiv;mask.;https://www.dwds.de/wb/L%C3%A4rm;0.0
A2,BW1;Löffel;der;;Substantiv;mask.;https://www.dwds.de/wb/L%C3%B6ffel;0.0
A1;Lösung;die;;Substantiv;fem.;https://www.dwds.de/wb/L%C3%B6sung;0.0
BW1;Löwe;der;;Substantiv;;;
A2;Lüge;die;;Substantiv;fem.;https://www.dwds.de/wb/L%C3%BCge;0.0
B1;Magazin;das;;Substantiv;neutr.;https://www.dwds.de/wb/Magazin;0.0
A2;Magen;der;;Substantiv;mask.;https://www.dwds.de/wb/Magen;0.0
B1;Mahlzeit;die;;Substantiv;fem.;https://www.dwds.de/wb/Mahlzeit;0.0
B1;Mahnung;die;;Substantiv;fem.;https://www.dwds.de/wb/Mahnung;0.0
A1,BW1;Mai;der;;Substantiv;mask.;https://www.dwds.de/wb/Mai;0.0
A2;Mail;die;;Substantiv;fem., neutr.;https://www.dwds.de/wb/Mail;0.0
A2;Mailbox;die;;Substantiv;fem.;https://www.dwds.de/wb/Mailbox;0.0
BW3;Mais;der;;Substantiv;;;
B1;Mal;das;;Substantiv;neutr.;https://www.dwds.de/wb/Mal#2;0.0
B1;Maler;der;;Substantiv;mask.;https://www.dwds.de/wb/Maler;0.0
B1;Malerin;die;;Substantiv;fem.;https://www.dwds.de/wb/Malerin;0.0
BW3;Mandarine;die;;Substantiv;;;
B1;Mangel;der;;Substantiv;mask.;https://www.dwds.de/wb/Mangel#1;0.0
A1,BW3;Mann;der;Männer;Substantiv;mask.;https://www.dwds.de/wb/Mann;0.0
A2,BW3;Mannschaft;die;;Substantiv;fem.;https://www.dwds.de/wb/Mannschaft;0.0
A2,BW1;Mantel;der;Mäntel;Substantiv;mask.;https://www.dwds.de/wb/Mantel;0.0
B1;Mappe;die;;Substantiv;fem.;https://www.dwds.de/wb/Mappe;0.0
B1;Margarine;die;;Substantiv;fem.;https://www.dwds.de/wb/Margarine;0.0
B1;Marille;die;;Substantiv;fem.;https://www.dwds.de/wb/Marille;0.0
B1;Marke;die;;Substantiv;fem.;https://www.dwds.de/wb/Marke;0.0
A2;Markt;der;;Substantiv;mask.;https://www.dwds.de/wb/Markt;0.0
B1;Marmelade;die;;Substantiv;fem.;https://www.dwds.de/wb/Marmelade;0.0
A1,BW3;Maschine;die;;Substantiv;fem.;https://www.dwds.de/wb/Maschine;0.0
B1;Material;das;;Substantiv;neutr.;https://www.dwds.de/wb/Material;0.0
B1;Matura;die;;Substantiv;fem.;https://www.dwds.de/wb/Matura;0.0
B1;Mauer;die;;Substantiv;fem.;https://www.dwds.de/wb/Mauer;0.0
B1;Mechaniker;der;;Substantiv;mask.;https://www.dwds.de/wb/Mechaniker;0.0
B1;Mechanikerin;die;;Substantiv;fem.;https://www.dwds.de/wb/Mechanikerin;0.0
A2;Medikament;das;;Substantiv;neutr.;https://www.dwds.de/wb/Medikament;0.0
B1;Medium;das;;Substantiv;neutr.;https://www.dwds.de/wb/Medium;0.0
B1;Medizin;die;;Substantiv;fem.;https://www.dwds.de/wb/Medizin;0.0
A1,BW3;Meer;das;;Substantiv;neutr.;https://www.dwds.de/wb/Meer;0.0
B1;Mehl;das;;Substantiv;neutr.;https://www.dwds.de/wb/Mehl;0.0
B1;Mehrheit;die;;Substantiv;fem.;https://www.dwds.de/wb/Mehrheit;0.0
B1;Mehrwertsteuer;die;;Substantiv;fem.;https://www.dwds.de/wb/Mehrwertsteuer;0.0
A2,BW3;Meinung;die;meinen;Substantiv;fem.;https://www.dwds.de/wb/Meinung;0.0
B1;Meister;der;;Substantiv;mask.;https://www.dwds.de/wb/Meister;0.0
B1;Meldung;die;;Substantiv;fem.;https://www.dwds.de/wb/Meldung;0.0
A2;Menge;die;;Substantiv;fem.;https://www.dwds.de/wb/Menge;0.0
B1;Mensa;die;;Substantiv;fem.;https://www.dwds.de/wb/Mensa;0.0
A1;Mensch;der;;Substantiv;mask.;https://www.dwds.de/wb/Mensch#1;0.0
B1;Menü;das;;Substantiv;neutr.;https://www.dwds.de/wb/Men%C3%BC;0.0
A2;Messe;die;;Substantiv;fem.;https://www.dwds.de/wb/Messe#1;0.0
A2,BW1;Messer;das;;Substantiv;neutr.;https://www.dwds.de/wb/Messer#1;0.0
B1;Metall;das;;Substantiv;neutr.;https://www.dwds.de/wb/Metall;0.0
A1,BW1;Meter;der;;Substantiv;mask., neutr.;https://www.dwds.de/wb/Meter;0.0
B1;Methode;die;;Substantiv;fem.;https://www.dwds.de/wb/Methode;0.0
B1;Metropole;die;;Substantiv;fem.;https://www.dwds.de/wb/Metropole;0.0
B1;Metzger;der;;Substantiv;mask.;https://www.dwds.de/wb/Metzger;0.0
A1;Miete;die;;Substantiv;fem.;https://www.dwds.de/wb/Miete#1;0.0
B1;Mieter;der;;Substantiv;mask.;https://www.dwds.de/wb/Mieter;0.0
B1;Mieterin;die;;Substantiv;fem.;https://www.dwds.de/wb/Mieterin;0.0
B1;Migrant;der;;Substantiv;mask.;https://www.dwds.de/wb/Migrant;0.0
B1;Migrantin;die;;Substantiv;fem.;https://www.dwds.de/wb/Migrantin;0.0
B1;Migration;die;;Substantiv;fem.;https://www.dwds.de/wb/Migration;0.0
A1,BW1;Milch;die;;Substantiv;fem.;https://www.dwds.de/wb/Milch;0.0
A1;Milliarde;die;;Substantiv;fem.;https://www.dwds.de/wb/Milliarde;0.0
A1;Million;die;;Substantiv;fem.;https://www.dwds.de/wb/Million;0.0
B1;Minderheit;die;;Substantiv;fem.;https://www.dwds.de/wb/Minderheit;0.0
A2;Mineralwasser;das;;Substantiv;neutr.;https://www.dwds.de/wb/Mineralwasser;0.0
A1;Minute;die;;Substantiv;fem.;https://www.dwds.de/wb/Minute;0.0
A2;Mitarbeiter;der;;Substantiv;mask.;https://www.dwds.de/wb/Mitarbeiter;0.0
B1;Mitarbeiterin;die;;Substantiv;fem.;https://www.dwds.de/wb/Mitarbeiterin;0.0
B1;Mitglied;das;;Substantiv;neutr.;https://www.dwds.de/wb/Mitglied;0.0
A1,BW3;Mittag;der;Mittage;Substantiv;mask.;https://www.dwds.de/wb/Mittag#1;0.0
A2,BW3;Mittagessen;das;;Substantiv;neutr.;https://www.dwds.de/wb/Mittagessen;0.0
A1,BW3;Mitte;die;;Substantiv;fem.;https://www.dwds.de/wb/Mitte;0.0
A2;Mittel;das;;Substantiv;neutr.;https://www.dwds.de/wb/Mittel;0.0
A1,BW1;Mittwoch;der;;Substantiv;mask.;https://www.dwds.de/wb/Mittwoch;0.0
A1;Mo;;;Symbol;;https://www.dwds.de/wb/Mo#1;0.0
B1;Mobilbox;die;;Substantiv;fem.;https://www.dwds.de/wb/Mobilbox;0.0
B1;Mobilität;die;;Substantiv;fem.;https://www.dwds.de/wb/Mobilit%C3%A4t;0.0
A2;Mobiltelefon;das;;Substantiv;neutr.;https://www.dwds.de/wb/Mobiltelefon;0.0
A2;Mode;die;;Substantiv;fem.;https://www.dwds.de/wb/Mode;0.0
B1;Modell;das;;Substantiv;neutr.;https://www.dwds.de/wb/Modell;0.0
A1;Moment;der;;Substantiv;mask.;https://www.dwds.de/wb/Moment#1;0.0
B1,BW3;Mond;der;Monde;Substantiv;mask.;https://www.dwds.de/wb/Mond;0.0
B1;Monitor;der;;Substantiv;mask.;https://www.dwds.de/wb/Monitor;0.0
A1,BW1;Montag;der;;Substantiv;mask.;https://www.dwds.de/wb/Montag;0.0
BW3;Moos;das;;Substantiv;;;
A1;Morgen;der;;Substantiv;mask.;https://www.dwds.de/wb/Morgen;0.0
A2;Motor;der;;Substantiv;mask.;https://www.dwds.de/wb/Motor;0.0
B1;Motorrad;das;;Substantiv;neutr.;https://www.dwds.de/wb/Motorrad;0.0
A2;Motorroller;der;;Substantiv;mask.;https://www.dwds.de/wb/Motorroller;0.0
A1,BW3;Mund;der;Münder;Substantiv;mask.;https://www.dwds.de/wb/Mund#1;0.0
BW1;Muschel;die;;Substantiv;;;
A2;Museum;das;;Substantiv;neutr.;https://www.dwds.de/wb/Museum;0.0
A2;Musik;die;;Substantiv;fem.;https://www.dwds.de/wb/Musik;0.0
B1;Musiker;der;;Substantiv;mask.;https://www.dwds.de/wb/Musiker;0.0
B1;Musikerin;die;;Substantiv;fem.;https://www.dwds.de/wb/Musikerin;0.0
B1;Muskel;der;;Substantiv;mask.;https://www.dwds.de/wb/Muskel;0.0
B1;Mut;der;;Substantiv;mask.;https://www.dwds.de/wb/Mut;0.0
A1,BW1;Mutter;die;Mütter;Substantiv;fem.;https://www.dwds.de/wb/Mutter;0.0
B1;Muttersprache;die;;Substantiv;fem.;https://www.dwds.de/wb/Muttersprache;0.0
A1,BW3;Mädchen;das;;Substantiv;neutr.;https://www.dwds.de/wb/M%C3%A4dchen;0.0
B1,BW3;Märchen;das;;Substantiv;neutr.;https://www.dwds.de/wb/M%C3%A4rchen;0.0
A1,BW1;März;der;;Substantiv;mask.;https://www.dwds.de/wb/M%C3%A4rz;0.0
A1;Möbel;das;;Substantiv;neutr.;https://www.dwds.de/wb/M%C3%B6bel;0.0
B1;Möglichkeit;die;;Substantiv;fem.;https://www.dwds.de/wb/M%C3%B6glichkeit;0.0
B1;Möhre;die;;Substantiv;fem.;https://www.dwds.de/wb/M%C3%B6hre;0.0
B1;Müesli;das;;Substantiv;neutr.;https://www.dwds.de/wb/M%C3%BCesli;0.0
B1,BW3;Mühe;die;;Substantiv;fem.;https://www.dwds.de/wb/M%C3%BChe;0.0
A2,BW3;Müll;der;;Substantiv;mask.;https://www.dwds.de/wb/M%C3%BCll;0.0
B1;Müllabfuhr;die;;Substantiv;fem.;https://www.dwds.de/wb/M%C3%BCllabfuhr;0.0
B1;Mülltonne;die;;Substantiv;fem.;https://www.dwds.de/wb/M%C3%BClltonne;0.0
B1;Münze;die;;Substantiv;fem.;https://www.dwds.de/wb/M%C3%BCnze;0.0
B1;Müsli;das;;Substantiv;neutr.;https://www.dwds.de/wb/M%C3%BCsli;0.0
A2,BW1;Mütze;die;;Substantiv;fem.;https://www.dwds.de/wb/M%C3%BCtze;0.0
A2;Nachbar;der;;Substantiv;mask.;https://www.dwds.de/wb/Nachbar;0.0
A2;Nachbarin;die;;Substantiv;fem.;https://www.dwds.de/wb/Nachbarin;0.0
B1;Nachfrage;die;;Substantiv;fem.;https://www.dwds.de/wb/Nachfrage;0.0
B1;Nachhilfe;die;;Substantiv;fem.;https://www.dwds.de/wb/Nachhilfe;0.0
A1,BW3;Nachmittag;der;;Substantiv;mask.;https://www.dwds.de/wb/Nachmittag;0.0
A2;Nachricht;die;;Substantiv;fem.;https://www.dwds.de/wb/Nachricht;0.0
B1;Nachspeise;die;;Substantiv;fem.;https://www.dwds.de/wb/Nachspeise;0.0
B1;Nacht;die;;Substantiv;fem.;https://www.dwds.de/wb/Nacht;0.0
B1;Nachteil;der;;Substantiv;mask.;https://www.dwds.de/wb/Nachteil;0.0
B1;Nachwuchs;der;;Substantiv;mask.;https://www.dwds.de/wb/Nachwuchs;0.0
B1,BW1;Nadel;die;;Substantiv;fem.;https://www.dwds.de/wb/Nadel;0.0
B1;Nagel;der;;Substantiv;mask.;https://www.dwds.de/wb/Nagel;0.0
BW3;Nahrung;die;Ernährung, ernähren;Substantiv;;;
B1;Nahrungsmittel;das;;Substantiv;neutr.;https://www.dwds.de/wb/Nahrungsmittel;0.0
A1,BW1;Name;der;;Substantiv;mask.;https://www.dwds.de/wb/Name;0.0
A1;Namen;der;;Substantiv;mask.;https://www.dwds.de/wb/Namen;0.0
B1,BW1;Nase;die;;Substantiv;fem.;https://www.dwds.de/wb/Nase;0.0
A2;Natur;die;;Substantiv;fem.;https://www.dwds.de/wb/Natur;0.0
B1;Nebel;der;;Substantiv;mask.;https://www.dwds.de/wb/Nebel;0.0
B1;Neffe;der;;Substantiv;mask.;https://www.dwds.de/wb/Neffe;0.0
B1;Nerv;der;;Substantiv;mask.;https://www.dwds.de/wb/Nerv;0.0
B1;Netz;das;;Substantiv;neutr.;https://www.dwds.de/wb/Netz;0.0
B1;Netzwerk;das;;Substantiv;neutr.;https://www.dwds.de/wb/Netzwerk;0.0
B1;Neuigkeit;die;;Substantiv;fem.;https://www.dwds.de/wb/Neuigkeit;0.0
B1;Nichte;die;;Substantiv;fem.;https://www.dwds.de/wb/Nichte;0.0
B1;Nichtraucher;;;Substantiv;mask., neutr.;https://www.dwds.de/wb/Nichtraucher;0.0
B1;Nichtraucherin;die;;Substantiv;fem.;https://www.dwds.de/wb/Nichtraucherin;0.0
A1;Norden;der;;Substantiv;mask.;https://www.dwds.de/wb/Norden;0.0
B1;Nordsee;die;;Substantiv;fem.;https://www.dwds.de/wb/Nordsee;0.0
B1;Not;die;;Substantiv;fem.;https://www.dwds.de/wb/Not;0.0
B1;Notaufnahme;die;;Substantiv;fem.;https://www.dwds.de/wb/Notaufnahme;0.0
B1;Notausgang;der;;Substantiv;mask.;https://www.dwds.de/wb/Notausgang;0.0
A2;Note;die;;Substantiv;fem.;https://www.dwds.de/wb/Note;0.0
B1;Notfall;der;;Substantiv;mask.;https://www.dwds.de/wb/Notfall;0.0
A2;Notiz;die;;Substantiv;fem.;https://www.dwds.de/wb/Notiz;0.0
B1;Notruf;der;;Substantiv;mask.;https://www.dwds.de/wb/Notruf;0.0
A1,BW1;November;der;;Substantiv;mask.;https://www.dwds.de/wb/November;0.0
A2,BW1;Nudel;die;Nudeln;Substantiv;fem.;https://www.dwds.de/wb/Nudel;0.0
A1;Nummer;die;;Substantiv;fem.;https://www.dwds.de/wb/Nummer;0.0
BW3;Nuss;die;Nüsse, nussig;Substantiv;;;
A2;Nächste;der;;Substantiv;mask.;https://www.dwds.de/wb/N%C3%A4chste;0.0
A2;Nähe;die;;Substantiv;fem.;https://www.dwds.de/wb/N%C3%A4he;0.0
B1;Ober;der;;Substantiv;mask.;https://www.dwds.de/wb/Ober#1;0.0
B1;Obers;das;;Substantiv;neutr.;https://www.dwds.de/wb/Obers;0.0
A1,BW3;Obst;das;;Substantiv;neutr.;https://www.dwds.de/wb/Obst;0.0
B1;Ofen;der;;Substantiv;mask.;https://www.dwds.de/wb/Ofen;0.0
A2,BW3;Ohr;das;;Substantiv;neutr.;https://www.dwds.de/wb/Ohr;0.0
A1,BW1;Oktober;der;;Substantiv;mask.;https://www.dwds.de/wb/Oktober;0.0
